geocoded_address,event_date,year,CSA2010
"6400 OLD HARFORD ROAD, BALTIMORE, MD, 21214",8/1/13,2013,Harford/Echodale
"1600 HARTSDALE ROAD, BALTIMORE, MD, 21239",8/2/13,2013,Northwood
"2300 N ROSEDALE ST, BALTIMORE, MD, 21216",8/3/13,2013,Greater Mondawmin
"2500 W BELVEDERE AVE, BALTIMORE, MD, 21215",8/12/13,2013,Pimlico/Arlington/Hilltop
"1300 E BALTIMORE ST, BALTIMORE, MD, 21223",8/12/13,2013,Harbor East/Little Italy
"510 TUNBRIDGE ROAD, BALTIMORE, MD, 21212",8/13/13,2013,Chinquapin Park/Belvedere
"2000 BARCLAY ST, BALTIMORE, MD, 21218",8/13/13,2013,Greater Charles Village/Barclay
"400 N MONTFORD AVE, BALTIMORE, MD, 21224",8/17/13,2013,Patterson Park North & East
"1200 N CAREY ST, BALTIMORE, MD, 21217",8/20/13,2013,Sandtown-Winchester/Harlem Park
"1200 N CAREY ST, BALTIMORE, MD, 21217",8/20/13,2013,Sandtown-Winchester/Harlem Park
"3000 BRENDAN AVE, BALTIMORE, MD, 21213",8/23/13,2013,Belair-Edison
"1500 W FAYETTE ST, BALTIMORE, MD, 21223",8/24/13,2013,Southwest Baltimore
"4000 NORFOLK AVE, BALTIMORE, MD, 21216",8/25/13,2013,Forest Park/Walbrook
"x=-76.591778, y=39.302208",8/27/13,2013,Oldtown/Middle East
"200 E LOMBARD ST, BALTIMORE, MD, 21202",8/29/13,2013,Downtown/Seton Hill
"1700 RUXTON AVE, BALTIMORE, MD, 21216",8/29/13,2013,Greater Rosemont
"1100 WHITELOCK ST, BALTIMORE, MD, 21217",9/1/13,2013,Penn North/Reservoir Hill
"800 LENNOX ST, MD, 21217",9/2/13,2013,Penn North/Reservoir Hill
"2500 N EDGECOMBE CIR, BALTIMORE, MD, 21215",9/3/13,2013,Southern Park Heights
"1100 E 25TH ST, BALTIMORE, MD, 21218",9/4/13,2013,Midway/Coldstream
"6800 MCCLEAN BLVD, BALTIMORE, MD, 21234",9/6/13,2013,Harford/Echodale
"3900 CHESTERFIELD AVE, BALTIMORE, MD, 21213",9/6/13,2013,Belair-Edison
"1200 W NORTH AVE, BALTIMORE, MD, 21217",9/6/13,2013,Penn North/Reservoir Hill
"4700 DELAWARE AVE, MD, 21215",9/8/13,2013,Southern Park Heights
"1100 VALLEY ST, MD, 21202",9/8/13,2013,Greenmount East
"6500 BRIGHTON AVE, MD, 21215",9/9/13,2013,Glen-Fallstaff
"600 DENISON ST, BALTIMORE, MD, 21229",9/10/13,2013,Edmondson Village
"2600 E MONUMENT ST, BALTIMORE, MD, 21205",9/12/13,2013,Madison/East End
"3700 BONVIEW AVE, BALTIMORE, MD, 21213",9/14/13,2013,Belair-Edison
"2500 S PACA ST, BALTIMORE, MD, 21230",9/17/13,2013,Westport/Mount Winans/Lakeland
"300 E NORTH AVE, BALTIMORE, MD, 21202",9/18/13,2013,Greater Charles Village/Barclay
"1700 N MILTON AVE, BALTIMORE, MD, 21213",9/19/13,2013,Clifton-Berea
"1600 N BROADWAY, BALTIMORE, MD, 21213",9/20/13,2013,Greenmount East
"5400 CRISMER AVE, BALTIMORE, MD, 21215",9/21/13,2013,Glen-Fallstaff
"2700 HUGO AVE, BALTIMORE, MD, 21218",9/24/13,2013,Midway/Coldstream
"1500 UPSHIRE ROAD, MD, 21218",9/24/13,2013,Northwood
"3900 PENHURST AVE, MD, 21215",9/26/13,2013,Dorchester/Ashburton
"3600 BENSON AVE, BALTIMORE, MD, 21227",9/30/13,2013,Morrell Park/Violetville
"3000 TIVOLY AVE, MD, 21218",9/30/13,2013,Midway/Coldstream
"5500 GWYNN OAK AVE, BALTIMORE, MD, 21207",10/11/13,2013,Howard Park/West Arlington
"3600 BOWERS AVE, MD, 21207",10/14/13,2013,Howard Park/West Arlington
"2600 E CHASE ST, BALTIMORE, MD, 21213",10/14/13,2013,Clifton-Berea
"3700 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",10/15/13,2013,Southern Park Heights
"5500 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",10/17/13,2013,Glen-Fallstaff
"2000 ORLEANS ST, BALTIMORE, MD, 21231",10/18/13,2013,Oldtown/Middle East
"300 N FRANKLINTOWN ROAD, BALTIMORE, MD, 21223",10/19/13,2013,Southwest Baltimore
"1600 MCCULLOH ST, MD, 21217",10/19/13,2013,Upton/Druid Heights
"4400 FAIRVIEW AVE, BALTIMORE, MD, 21216",10/20/13,2013,Forest Park/Walbrook
"1800 W LAFAYETTE AVE, BALTIMORE, MD, 21217",10/20/13,2013,Sandtown-Winchester/Harlem Park
"800 ABBOTT CT, BALTIMORE, MD, 21201",10/22/13,2013,Oldtown/Middle East
"4000 BELLE AVE, BALTIMORE, MD, 21215",10/23/13,2013,Dorchester/Ashburton
"1400 LONGWOOD ST, MD, 21216",10/24/13,2013,Greater Rosemont
"1 N BENTALOU ST, BALTIMORE, MD, 21223",10/25/13,2013,Southwest Baltimore
"2200 N FULTON AVE, BALTIMORE, MD, 21217",10/26/13,2013,Penn North/Reservoir Hill
"500 W PRESTON ST, BALTIMORE, MD, 21201",10/29/13,2013,Upton/Druid Heights
"1900 ROSEDALE ST, MD, 21216",10/30/13,2013,Greater Rosemont
"2000 KENNEDY AVE, BALTIMORE, MD, 21218",10/31/13,2013,Midway/Coldstream
"2000 KENNEDY AVE, BALTIMORE, MD, 21218",10/31/13,2013,Midway/Coldstream
"200 N WOLFE ST, BALTIMORE, MD, 21231",11/5/13,2013,Oldtown/Middle East
"200 N WOLFE ST, BALTIMORE, MD, 21231",11/5/13,2013,Oldtown/Middle East
"1000 OLIVER ST, MD, 21202",11/5/13,2013,Greenmount East
"800 APPLETON ST, BALTIMORE, MD, 21217",11/6/13,2013,Sandtown-Winchester/Harlem Park
"1500 W BALTIMORE ST, BALTIMORE, MD, 21223",11/7/13,2013,Southwest Baltimore
"1100 MCKEAN AVE, BALTIMORE, MD, 21217",11/7/13,2013,Sandtown-Winchester/Harlem Park
"4400 FRANKFORD AVE, MD, 21206",11/9/13,2013,Cedonia/Frankford
"400 ATHOL AVE, MD, 21229",11/9/13,2013,Allendale/Irvington/S. Hilton
"2500 N EDGECOMBE CIR, BALTIMORE, MD, 21215",11/12/13,2013,Southern Park Heights
"5100 ARBUTUS AVE, BALTIMORE, MD, 21215",11/13/13,2013,Pimlico/Arlington/Hilltop
"1300 LAURENS ST, BALTIMORE, MD, 21217",11/14/13,2013,Sandtown-Winchester/Harlem Park
"600 WYANOKE AVE, BALTIMORE, MD, 21218",11/15/13,2013,Greater Govans
"900 WATSON ST, MD, 21202",11/16/13,2013,Harbor East/Little Italy
"300 S CALHOUN ST, BALTIMORE, MD, 21223",11/16/13,2013,Southwest Baltimore
"1300 N LONGWOOD ST, BALTIMORE, MD, 21216",11/17/13,2013,Greater Rosemont
"2400 LAURETTA AVE, BALTIMORE, MD, 21223",11/19/13,2013,Greater Rosemont
"4100 HYDEN CT, BALTIMORE, MD, 21225",11/20/13,2013,Brooklyn/Curtis Bay/Hawkins Point
"5000 SINCLAIR LN, BALTIMORE, MD, 21206",11/22/13,2013,Cedonia/Frankford
"4200 WOODRIDGE ROAD, MD, 21229",11/23/13,2013,Edmondson Village
"700 LINNARD ST, BALTIMORE, MD, 21229",11/26/13,2013,Edmondson Village
"1000 E PATAPSCO AVE, BALTIMORE, MD, 21225",11/30/13,2013,Brooklyn/Curtis Bay/Hawkins Point
"2800 PARKWOOD AVE, BALTIMORE, MD, 21217",12/4/13,2013,Penn North/Reservoir Hill
"3300 VIRGINIA AVE, BALTIMORE, MD, 21215",12/5/13,2013,Southern Park Heights
"5200 DENMORE AVE, BALTIMORE, MD, 21215",12/11/13,2013,Pimlico/Arlington/Hilltop
"4500 FERNHILL AVE, MD, 21215",12/12/13,2013,Howard Park/West Arlington
"3598 WOODBROOK AVE, MD, 21217",12/14/13,2013,Penn North/Reservoir Hill
"200 AISQUITH ST, BALTIMORE, MD, 21202",12/14/13,2013,Oldtown/Middle East
"200 BEALE CT, MD, 21231",12/15/13,2013,Oldtown/Middle East
"5200 BEAUFORT AVE, BALTIMORE, MD, 21215",12/16/13,2013,Pimlico/Arlington/Hilltop
"500 E 26TH ST, BALTIMORE, MD, 21218",12/18/13,2013,Midway/Coldstream
"1500 E 29TH ST, BALTIMORE, MD, 21218",12/19/13,2013,Midway/Coldstream
"1200 N LUZERNE AVE, BALTIMORE, MD, 21213",12/20/13,2013,Clifton-Berea
"2400 MAISEL CT, MD, 21230",12/21/13,2013,Westport/Mount Winans/Lakeland
"300 PARK AVE, MD, 21201",12/22/13,2013,Downtown/Seton Hill
"900 MOUNT ST, MD, 21217",12/23/13,2013,Sandtown-Winchester/Harlem Park
"2800 RIDGEWOOD AVE, BALTIMORE, MD, 21215",12/23/13,2013,Southern Park Heights
"900 COPPIN CT, BALTIMORE, MD, 21225",12/24/13,2013,Cherry Hill
"2800 W LANVALE ST, BALTIMORE, MD, 21216",12/28/13,2013,Greater Rosemont
"2700 MONUMENT ST, MD, 21205",12/29/13,2013,Madison/East End
"100 HAMBURG ST, MD, 21230",12/31/13,2013,Inner Harbor/Federal Hill
"3900 EDMONDSON AVE, BALTIMORE, MD, 21229",1/1/14,2014,Edmondson Village
"3900 EDMONDSON AVE, BALTIMORE, MD, 21229",1/1/14,2014,Edmondson Village
"4300 SHAMROCK AVE, BALTIMORE, MD, 21206",1/2/14,2014,Cedonia/Frankford
"1800 PATTERSON PARK AVE, MD, 21213",1/2/14,2014,Clifton-Berea
"1800 PATTERSON PARK AVE, MD, 21213",1/2/14,2014,Clifton-Berea
"1700 ASHBURTON ST, BALTIMORE, MD, 21216",1/3/14,2014,Greater Rosemont
"4400 PALL MALL ROAD, MD, 21215",1/6/14,2014,Southern Park Heights
"3600 LIBERTY HEIGHTS AVE, BALTIMORE, MD, 21215",1/6/14,2014,Dorchester/Ashburton
"5300 EASTBURY AVE, BALTIMORE, MD, 21206",1/8/14,2014,Cedonia/Frankford
"500 S SMALLWOOD ST, BALTIMORE, MD, 21223",1/9/14,2014,Southwest Baltimore
"7000 MCCLEAN BLVD, MD, 21234",1/10/14,2014,Harford/Echodale
"2500 FREDERICK AVE, BALTIMORE, MD, 21223",1/10/14,2014,Southwest Baltimore
"2200 MARYLAND AVE, BALTIMORE, MD, 21218",1/10/14,2014,Greater Charles Village/Barclay
"x=-76.613533, y=39.298681",1/11/14,2014,Midtown
"3900 EDGEWOOD ROAD, BALTIMORE, MD, 21215",1/12/14,2014,Dorchester/Ashburton
"3600 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",1/12/14,2014,Southern Park Heights
"2400 PICKERING DR, MD, 21234",1/15/14,2014,Harford/Echodale
"300 ILCHESTER AVE, BALTIMORE, MD, 21218",1/17/14,2014,Greater Charles Village/Barclay
"2000 WHEELER AVE, MD, 21216",1/18/14,2014,Greater Mondawmin
"200 N PAYSON ST, BALTIMORE, MD, 21223",1/25/14,2014,Southwest Baltimore
"1900 E 28TH ST, BALTIMORE, MD, 21218",1/25/14,2014,Midway/Coldstream
"600 E 38TH ST, BALTIMORE, MD, 21218",1/27/14,2014,Greater Govans
"5200 DENMORE AVE, BALTIMORE, MD, 21215",1/28/14,2014,Pimlico/Arlington/Hilltop
"900 S CLINTON ST, BALTIMORE, MD, 21224",1/30/14,2014,Highlandtown
"4100 WALRAD ST, BALTIMORE, MD, 21229",1/30/14,2014,Allendale/Irvington/S. Hilton
"1500 COLE ST, MD, 21223",1/30/14,2014,Southwest Baltimore
"1500 COLE ST, MD, 21223",1/30/14,2014,Southwest Baltimore
"400 ELLWOOD AVE, MD, 21224",1/31/14,2014,Patterson Park North & East
"400 S CAROLINE ST, BALTIMORE, MD, 21231",2/5/14,2014,Harbor East/Little Italy
"4000 PENHURST AVE, MD, 21215",2/6/14,2014,Dorchester/Ashburton
"400 E BALTIMORE ST, BALTIMORE, MD, 21202",2/9/14,2014,Downtown/Seton Hill
"1500 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",2/10/14,2014,Upton/Druid Heights
"500 E 35TH ST, BALTIMORE, MD, 21218",2/11/14,2014,The Waverlies
"3900 THE ALAMEDA, BALTIMORE, MD, 21218",2/11/14,2014,Greater Govans
"400 N PATTERSON PARK AVE, BALTIMORE, MD, 21231",2/21/14,2014,Patterson Park North & East
"5100 CORDELIA AVE, BALTIMORE, MD, 21215",2/23/14,2014,Pimlico/Arlington/Hilltop
"2400 WILGREY CT, BALTIMORE, MD, 21230",2/24/14,2014,Westport/Mount Winans/Lakeland
"700 N AUGUSTA AVE, BALTIMORE, MD, 21229",2/25/14,2014,Edmondson Village
"3600 SEVEN MILE LANE, MD, 21208",3/1/14,2014,Glen-Fallstaff
"2600 MURA ST, BALTIMORE, MD, 21213",3/8/14,2014,Clifton-Berea
"2800 PRESBURY ST, BALTIMORE, MD, 21216",3/10/14,2014,Greater Rosemont
"2900 EAGER ST, MD, 21205",3/17/14,2014,Madison/East End
"3800 8TH ST, BALTIMORE, MD, 21225",3/25/14,2014,Brooklyn/Curtis Bay/Hawkins Point
"2100 ALICEANNA ST, BALTIMORE, MD, 21231",3/27/14,2014,Canton
"6100 FORTVIEW WAY, BALTIMORE, MD, 21224",3/31/14,2014,Southeastern
"2600 GROGAN AVE, BALTIMORE, MD, 21213",4/3/14,2014,Clifton-Berea
"1100 HOLLINS ST, BALTIMORE, MD, 21223",4/4/14,2014,Poppleton/The Terraces/Hollins Market
"2800 KIRK AVE, BALTIMORE, MD, 21218",4/6/14,2014,The Waverlies
"1500 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",4/8/14,2014,Upton/Druid Heights
"5100 YORK ROAD, BALTIMORE, MD, 21212",4/14/14,2014,North Baltimore/Guilford/Homeland
"6200 ERDMAN AVE, MD, 21205",4/16/14,2014,Orangeville/East Highlandtown
"2300 LYNDHURST AVE, BALTIMORE, MD, 21216",4/16/14,2014,Forest Park/Walbrook
"1600 N WOLFE ST, BALTIMORE, MD, 21213",4/17/14,2014,Greenmount East
"1900 W LANVALE ST, BALTIMORE, MD, 21217",4/18/14,2014,Sandtown-Winchester/Harlem Park
"600 ROUNDVIEW ROAD, BALTIMORE, MD, 21225",4/22/14,2014,Cherry Hill
"1900 N MONROE ST, BALTIMORE, MD, 21217",4/27/14,2014,Greater Mondawmin
"1737 E NORTH AVE, BALTIMORE, MD, 21213",4/27/14,2014,Greenmount East
"2500 HURON ST, BALTIMORE, MD, 21230",5/3/14,2014,Westport/Mount Winans/Lakeland
"1300 W LAFAYETTE AVE, BALTIMORE, MD, 21217",5/3/14,2014,Sandtown-Winchester/Harlem Park
"1 W BALTIMORE ST, BALTIMORE, MD, 21222",5/3/14,2014,Downtown/Seton Hill
"2300 E MONUMENT ST, BALTIMORE, MD, 21205",5/5/14,2014,Madison/East End
"2400 WELLBRIDGE DR, MD, 21234",5/6/14,2014,Harford/Echodale
"2100 GARRISON BLVD, MD, 21216",5/7/14,2014,Forest Park/Walbrook
"3400 WILKENS AVE, BALTIMORE, MD, 21229",5/9/14,2014,Morrell Park/Violetville
"1400 PATTERSON PARK AVE, MD, 21213",5/10/14,2014,Clifton-Berea
"2400 ANNOR CT, BALTIMORE, MD, 21230",5/11/14,2014,Westport/Mount Winans/Lakeland
"4800 ABERDEEN AVE, BALTIMORE, MD, 21206",5/12/14,2014,Cedonia/Frankford
"3400 DUDLEY AVE, BALTIMORE, MD, 21213",5/15/14,2014,Belair-Edison
"9 E CHASE ST, BALTIMORE, MD, 21202",5/16/14,2014,Midtown
"3400 W BELVEDERE AVE, BALTIMORE, MD, 21215",5/17/14,2014,Pimlico/Arlington/Hilltop
"900 N CAROLINE ST, BALTIMORE, MD, 21205",5/21/14,2014,Oldtown/Middle East
"2600 PARK HEIGHTS TER, BALTIMORE, MD, 21215",5/21/14,2014,Southern Park Heights
"2800 EDMONDSON AVE, MD, 21223",5/22/14,2014,Greater Rosemont
"1600 GERTRUDE ST, MD, 21216",5/23/14,2014,Greater Rosemont
"2300 FREDERICK AVE, BALTIMORE, MD, 21228",5/24/14,2014,Southwest Baltimore
"1 MOUNT ST, MD, 21223",5/26/14,2014,Southwest Baltimore
"1900 W FRANKLIN ST, BALTIMORE, MD, 21223",5/27/14,2014,Sandtown-Winchester/Harlem Park
"1900 W FRANKLIN ST, BALTIMORE, MD, 21223",5/27/14,2014,Sandtown-Winchester/Harlem Park
"40 S STOCKTON ST, BALTIMORE, MD, 21223",5/31/14,2014,Poppleton/The Terraces/Hollins Market
"100 DENISON ST, BALTIMORE, MD, 21229",5/31/14,2014,Allendale/Irvington/S. Hilton
"1800 N FULTON AVE, BALTIMORE, MD, 21217",6/1/14,2014,Sandtown-Winchester/Harlem Park
"100 S KOSSUTH ST, BALTIMORE, MD, 21229",6/1/14,2014,Allendale/Irvington/S. Hilton
"3700 COTTAGE AVE, BALTIMORE, MD, 21215",6/2/14,2014,Southern Park Heights
"2200 BROOKFIELD AVE, BALTIMORE, MD, 21217",6/2/14,2014,Penn North/Reservoir Hill
"3700 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",6/3/14,2014,Southern Park Heights
"1400 FILLMORE ST, BALTIMORE, MD, 21218",6/3/14,2014,The Waverlies
"3423 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",6/6/14,2014,Southern Park Heights
"2400 E OLIVER ST, BALTIMORE, MD, 21213",6/7/14,2014,Clifton-Berea
"500 RICHWOOD AVE, MD, 21212",6/8/14,2014,Greater Govans
"4100 PRIOR AVE, BALTIMORE, MD, 21206",6/8/14,2014,Lauraville
"1500 BIDDLE ST, MD, 21213",6/14/14,2014,Oldtown/Middle East
"100 N PAYSON ST, BALTIMORE, MD, 21223",6/16/14,2014,Southwest Baltimore
"1500 WINSTON AVE, MD, 21239",6/21/14,2014,Northwood
"11 S MONASTERY AVE, BALTIMORE, MD, 21229",6/21/14,2014,Allendale/Irvington/S. Hilton
"3600 COLD SPRING LANE, MD, 21215",6/27/14,2014,Dorchester/Ashburton
"1300 WARD ST, MD, 21230",6/28/14,2014,Washington Village/Pigtown
"800 ALLENDALE ST, BALTIMORE, MD, 21229",6/29/14,2014,Edmondson Village
"800 ALLENDALE ST, BALTIMORE, MD, 21229",6/29/14,2014,Edmondson Village
"5810 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",7/1/14,2014,Glen-Fallstaff
"3200 CHELSEA TER, BALTIMORE, MD, 21216",7/4/14,2014,Forest Park/Walbrook
"1300 PATTERSON PARK AVE, MD, 21213",7/4/14,2014,Clifton-Berea
"300 FOLCROFT ST, BALTIMORE, MD, 21224",7/5/14,2014,Orangeville/East Highlandtown
"2500 CHRISTIAN ST, MD, 21223",7/5/14,2014,Southwest Baltimore
"1500 WHITELOCK ST, BALTIMORE, MD, 21217",7/5/14,2014,Penn North/Reservoir Hill
"3000 SPAULDING AVE, BALTIMORE, MD, 21215",7/8/14,2014,Pimlico/Arlington/Hilltop
"2609 WINDSOR AVE, MD, 21216",7/14/14,2014,Greater Rosemont
"3600 DOLFIELD AVE, BALTIMORE, MD, 21215",7/15/14,2014,Dorchester/Ashburton
"3500 WINDSOR MILL ROAD, BALTIMORE, MD, 21216",7/15/14,2014,Forest Park/Walbrook
"2200 CEDLEY ST, BALTIMORE, MD, 21230",7/15/14,2014,Westport/Mount Winans/Lakeland
"5316 GOODNOW ROAD, BALTIMORE, MD, 21206",7/16/14,2014,Cedonia/Frankford
"5000 QUEENSBERRY AVE, BALTIMORE, MD, 21215",7/16/14,2014,Pimlico/Arlington/Hilltop
"3400 PIEDMONT AVE, BALTIMORE, MD, 21216",7/16/14,2014,Forest Park/Walbrook
"2900 S DENHAM CIR, BALTIMORE, MD, 21225",7/18/14,2014,Cherry Hill
"1300 E LAFAYETTE AVE, BALTIMORE, MD, 21213",7/20/14,2014,Greenmount East
"3200 DORITHAN ROAD, BALTIMORE, MD, 21215",7/23/14,2014,Dorchester/Ashburton
"2200 W SARATOGA ST, BALTIMORE, MD, 21223",7/26/14,2014,Southwest Baltimore
"4900 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",7/30/14,2014,Glen-Fallstaff
"900 N MONROE ST, BALTIMORE, MD, 21217",7/31/14,2014,Sandtown-Winchester/Harlem Park
"4700 WILERN AVE, MD, 21215",7/31/14,2014,Pimlico/Arlington/Hilltop
"500 YALE AVE, BALTIMORE, MD, 21229",8/1/14,2014,Allendale/Irvington/S. Hilton
"3600 OLD YORK ROAD, BALTIMORE, MD, 21218",8/1/14,2014,The Waverlies
"500 SHERIDAN AVE, BALTIMORE, MD, 21212",8/3/14,2014,Greater Govans
"500 MONROE ST, MD, 21223",8/5/14,2014,Sandtown-Winchester/Harlem Park
"4100 CHATHAM ROAD, BALTIMORE, MD, 21207",8/7/14,2014,Dorchester/Ashburton
"4100 MONUMENT ST, MD, 21205",8/9/14,2014,Orangeville/East Highlandtown
"1500 MARSHALL ST, BALTIMORE, MD, 21230",8/9/14,2014,Inner Harbor/Federal Hill
"1300 E LAFAYETTE AVE, BALTIMORE, MD, 21213",8/9/14,2014,Greenmount East
"1600 E MADISON ST, BALTIMORE, MD, 21205",8/10/14,2014,Oldtown/Middle East
"6000 BELAIR ROAD, BALTIMORE, MD, 21206",8/11/14,2014,Hamilton
"2900 BRIGHTON ST, BALTIMORE, MD, 21216",8/11/14,2014,Greater Rosemont
"2801 SAINT LO DR, BALTIMORE, MD, 21213",8/11/14,2014,Belair-Edison
"4100 FERNHILL AVE, BALTIMORE, MD, 21215",8/15/14,2014,Dorchester/Ashburton
"1400 GORSUCH AVE, BALTIMORE, MD, 21218",8/16/14,2014,The Waverlies
"200 N BENTALOU ST, BALTIMORE, MD, 21223",8/19/14,2014,Southwest Baltimore
"1 20TH ST, MD, 21218",8/20/14,2014,Greater Charles Village/Barclay
"3400 RAMONA AVE, BALTIMORE, MD, 21213",8/21/14,2014,Belair-Edison
"4200 SHAMROCK AVE, BALTIMORE, MD, 21206",8/22/14,2014,Cedonia/Frankford
"2000 LINDEN AVE, BALTIMORE, MD, 21217",8/22/14,2014,Penn North/Reservoir Hill
"600 WINSTON AVE, BALTIMORE, MD, 21212",8/24/14,2014,Greater Govans
"4200 WEST BAY AVE, MD, 21225",8/24/14,2014,Brooklyn/Curtis Bay/Hawkins Point
"1500 GORSUCH AVE, BALTIMORE, MD, 21218",8/24/14,2014,Midway/Coldstream
"500 W COLD SPRING LN, BALTIMORE, MD, 21210",8/26/14,2014,Greater Roland Park/Poplar Hill
"2400 E MADISON ST, BALTIMORE, MD, 21205",8/27/14,2014,Madison/East End
"100 N GILMOR ST, BALTIMORE, MD, 21223",8/29/14,2014,Southwest Baltimore
"4200 BERGER AVE, MD, 21206",8/31/14,2014,Cedonia/Frankford
"700 LINNARD ST, BALTIMORE, MD, 21229",9/1/14,2014,Edmondson Village
"1800 DRUID HILL AVE, BALTIMORE, MD, 21217",9/1/14,2014,Upton/Druid Heights
"4700 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",9/2/14,2014,Southern Park Heights
"4900 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",9/3/14,2014,Pimlico/Arlington/Hilltop
"3200 SPAULDING AVE, MD, 21215",9/3/14,2014,Pimlico/Arlington/Hilltop
"2200 CECIL AVE, BALTIMORE, MD, 21218",9/6/14,2014,Midway/Coldstream
"2900 ARUNAH AVE, MD, 21216",9/11/14,2014,Greater Rosemont
"6500 SEFTON AVE, MD, 21214",9/18/14,2014,Hamilton
"5400 BUCKNELL ROAD, BALTIMORE, MD, 21206",9/18/14,2014,Cedonia/Frankford
"6500 HOLABIRD AVE, BALTIMORE, MD, 21224",9/20/14,2014,Southeastern
"400 W SARATOGA ST, BALTIMORE, MD, 21201",9/21/14,2014,Downtown/Seton Hill
"400 W SARATOGA ST, BALTIMORE, MD, 21201",9/21/14,2014,Downtown/Seton Hill
"400 N MONTFORD AVE, BALTIMORE, MD, 21224",9/22/14,2014,Patterson Park North & East
"6000 AMBERWOOD ROAD, BALTIMORE, MD, 21206",9/23/14,2014,Claremont/Armistead
"1700 KANE ST, BALTIMORE, MD, 21224",9/23/14,2014,Southeastern
"3800 BOARMAN AVE, BALTIMORE, MD, 21215",9/25/14,2014,Dorchester/Ashburton
"2500 N HOWARD ST, BALTIMORE, MD, 21218",9/26/14,2014,Medfield/Hampden/Woodberry/Remington
"2300 E OLIVER ST, BALTIMORE, MD, 21213",9/28/14,2014,Clifton-Berea
"3700 E PRATT ST, BALTIMORE, MD, 21224",9/30/14,2014,Highlandtown
"1600 CLIFTVIEW AVE, BALTIMORE, MD, 21213",10/1/14,2014,Clifton-Berea
"7000 FIELDCREST ROAD, BALTIMORE, MD, 21215",10/4/14,2014,Glen-Fallstaff
"5000 RAINTREE WAY, BALTIMORE, MD, 21206",10/5/14,2014,Cedonia/Frankford
"700 S BOND ST, BALTIMORE, MD, 21231",10/6/14,2014,Fells Point
"5200 DENMORE AVE, BALTIMORE, MD, 21215",10/7/14,2014,Pimlico/Arlington/Hilltop
"5200 DENMORE AVE, BALTIMORE, MD, 21215",10/7/14,2014,Pimlico/Arlington/Hilltop
"5600 LOCH RAVEN BLVD, BALTIMORE, MD, 21239",10/9/14,2014,Loch Raven
"1700 W NORTH AVE, BALTIMORE, MD, 21217",10/9/14,2014,Greater Mondawmin
"1500 TRACTION ST, BALTIMORE, MD, 21217",10/10/14,2014,Penn North/Reservoir Hill
"2500 GARRETT AVE, MD, 21218",10/11/14,2014,Midway/Coldstream
"3000 N HILTON ST, BALTIMORE, MD, 21216",10/12/14,2014,Greater Mondawmin
"800 HARFORD CT, MD, 21202",10/15/14,2014,Oldtown/Middle East
"3800 WOODBINE AVE, MD, 21207",10/22/14,2014,Howard Park/West Arlington
"3900 CHESTERFIELD AVE, BALTIMORE, MD, 21213",10/23/14,2014,Belair-Edison
"4700 LIBERTY HEIGHTS AVE, BALTIMORE, MD, 21207",10/25/14,2014,Howard Park/West Arlington
"4400 FURLEY AVE, BALTIMORE, MD, 21206",10/28/14,2014,Cedonia/Frankford
"1 N CATHERINE ST, BALTIMORE, MD, 21223",10/29/14,2014,Southwest Baltimore
"3500 BRENDAN AVE, BALTIMORE, MD, 21213",10/31/14,2014,Belair-Edison
"400 GAY ST, MD, 21202",11/1/14,2014,Oldtown/Middle East
"3600 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",11/2/14,2014,Southern Park Heights
"2777 PRESSTMAN ST, BALTIMORE, MD, 21216",11/3/14,2014,Greater Rosemont
"2800 KENTUCKY AVE, BALTIMORE, MD, 21213",11/5/14,2014,Belair-Edison
"400 N EDGEWOOD ST, BALTIMORE, MD, 21229",11/9/14,2014,Allendale/Irvington/S. Hilton
"3400 MONDAWMIN AVE, BALTIMORE, MD, 21216",11/10/14,2014,Forest Park/Walbrook
"300 NOTTINGHAM ROAD, BALTIMORE, MD, 21229",11/10/14,2014,Beechfield/Ten Hills/West Hills
"1 PATAPSCO AVE, MD, 21225",11/13/14,2014,Brooklyn/Curtis Bay/Hawkins Point
"500 LANVALE ST, MD, 21217",11/15/14,2014,Upton/Druid Heights
"1600 E 28TH ST, BALTIMORE, MD, 21218",11/18/14,2014,Midway/Coldstream
"3000 WYLIE AVE, BALTIMORE, MD, 21215",11/19/14,2014,Southern Park Heights
"4600 MANNASOTA AVE, BALTIMORE, MD, 21206",11/20/14,2014,Cedonia/Frankford
"1200 DARLEY AVE, BALTIMORE, MD, 21218",11/25/14,2014,Midway/Coldstream
"6500 CROSS COUNTRY BLVD, MD, 21215",11/30/14,2014,Cross-Country/Cheswolde
"3900 PENHURST AVE, MD, 21215",12/1/14,2014,Dorchester/Ashburton
